"cityid","city","iscity","regionid","provid","isactive","psgc_code"
"1142","LOPEZ JAENA","0","13","62","1","104208000"
"1143","OROQUIETA CITY (Capital)","1","13","62","1","104209000"
"1144","OZAMIS CITY","1","13","62","1","104210000"
"1145","PANAON","0","13","62","1","104211000"
"1146","PLARIDEL","0","13","62","1","104212000"
"1147","SAPANG DALAGA","0","13","62","1","104213000"
"1148","SINACABAN","0","13","62","1","104214000"
"1149","TANGUB CITY","1","13","62","1","104215000"
"1150","TUDELA","0","13","62","1","104216000"
"1151","DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS)","0","13","62","1","104217000"
"1152","ALUBIJID","0","13","63","1","104301000"
"1153","BALINGASAG","0","13","63","1","104302000"
"1154","BALINGOAN","0","13","63","1","104303000"
"1155","BINUANGAN","0","13","63","1","104304000"
"1156","CAGAYAN DE ORO CITY (Capital)","2","13","-99","1","104305000"
"1157","CLAVERIA","0","13","63","1","104306000"
"1158","CITY OF EL SALVADOR","1","13","63","1","104307000"
"1159","GINGOOG CITY","1","13","63","1","104308000"
"1160","GITAGUM","0","13","63","1","104309000"
"1161","INITAO","0","13","63","1","104310000"
"1162","JASAAN","0","13","63","1","104311000"
"1163","KINOGUITAN","0","13","63","1","104312000"
"1164","LAGONGLONG","0","13","63","1","104313000"
"1165","LAGUINDINGAN","0","13","63","1","104314000"
"1166","LIBERTAD","0","13","63","1","104315000"
"1167","LUGAIT","0","13","63","1","104316000"
"1168","MAGSAYSAY (LINUGOS)","0","13","63","1","104317000"
"1169","MANTICAO","0","13","63","1","104318000"
"1170","MEDINA","0","13","63","1","104319000"
"1171","NAAWAN","0","13","63","1","104320000"
"1172","OPOL","0","13","63","1","104321000"
"1173","SALAY","0","13","63","1","104322000"
"1174","SUGBONGCOGON","0","13","63","1","104323000"
"1175","TAGOLOAN","0","13","63","1","104324000"
"1176","Talisayan","0","13","63","1","104325000"
"1177","Villanueva","0","13","63","1","104326000"
"1178","Asuncion (Saug)","0","14","64","1","112301000"
"1179","Carmen","0","14","64","1","112303000"
"1180","Kapalong","0","14","64","1","112305000"
"1181","New Corella","0","14","64","1","112314000"
"1182","City of Panabo","1","14","64","1","112315000"
"1183","Island Garden City of Samal","1","14","64","1","112317000"
"1184","Santo Tomas","0","14","64","1","112318000"
"1185","City of Tagum (Capital)","1","14","64","1","112319000"
"1186","Talaingod","0","14","64","1","112322000"
"1187","Braulio E. Dujali","0","14","64","1","112323000"
"1188","San Isidro","0","14","64","1","112324000"
"1189","Bansalan","0","14","66","1","112401000"
"1190","Davao City","2","14","-99","1","112402000"
"1191","City of Digos (Capital)","1","14","66","1","112403000"
"1192","Hagonoy","0","14","66","1","112404000"
"1193","Kiblawan","0","14","66","1","112406000"
"1194","Magsaysay","0","14","66","1","112407000"
"1195","Malalag","0","14","66","1","112408000"
"1196","Matanao","0","14","66","1","112410000"
"1197","Padada","0","14","66","1","112411000"
"1198","Santa Cruz","0","14","66","1","112412000"
"1199","Sulop","0","14","66","1","112414000"
"1200","Baganga","0","14","65","1","112501000"
"1201","Banaybanay","0","14","65","1","112502000"
"1202","Boston","0","14","65","1","112503000"
"1203","Caraga","0","14","65","1","112504000"
"1204","Cateel","0","14","65","1","112505000"
"1205","Governor Generoso","0","14","65","1","112506000"
"1206","Lupon","0","14","65","1","112507000"
"1207","Manay","0","14","65","1","112508000"
"1208","City of Mati (Capital)","1","14","65","1","112509000"
"1209","San Isidro","0","14","65","1","112510000"
"1210","Tarragona","0","14","65","1","112511000"
"1211","Compostela","0","14","67","1","118201000"
"1212","Laak (San Vicente)","0","14","67","1","118202000"
"1213","Mabini (Dona Alicia)","0","14","67","1","118203000"
"1214","Maco","0","14","67","1","118204000"
"1215","Maragusan (San Mariano)","0","14","67","1","118205000"
"1216","Mawab","0","14","67","1","118206000"
"1217","Monkayo","0","14","67","1","118207000"
"1218","Montevista","0","14","67","1","118208000"
"1219","Nabunturan (Capital)","0","14","67","1","118209000"
"1220","New Bataan","0","14","67","1","118210000"
"1221","Pantukan","0","14","67","1","118211000"
"1222","Don Marcelino","0","14","68","1","118601000"
"1223","Jose Abad Santos (Trinidad)","0","14","68","1","118602000"
"1224","Malita","0","14","68","1","118603000"
"1225","Santa Maria","0","14","68","1","118604000"
"1226","Sarangani","0","14","68","1","118605000"
"1227","Alamada","0","15","69","1","124701000"
"1228","Carmen","0","15","69","1","124702000"
"1229","Kabacan","0","15","69","1","124703000"
"1230","City of Kidapawan (Capital)","1","15","69","1","124704000"
"1231","Libungan","0","15","69","1","124705000"
"1232","Magpet","0","15","69","1","124706000"
"1233","Makilala","0","15","69","1","124707000"
"1234","Matalam","0","15","69","1","124708000"
"1235","Midsayap","0","15","69","1","124709000"
"1236","Mlang","0","15","69","1","124710000"
"1237","Pigcawayan","0","15","69","1","124711000"
"1238","Pikit","0","15","69","1","124712000"
"1239","President Roxas","0","15","69","1","124713000"
"1240","Tulunan","0","15","69","1","124714000"
"1241","Antipas","0","15","69","1","124715000"
"1242","Banisilan","0","15","69","1","124716000"
"1243","Aleosan","0","15","69","1","124717000"
"1244","Arakan","0","15","69","1","124718000"
"1245","Banga","0","15","71","1","126302000"
"1246","General Santos City (Dadiangas)","2","15","-99","1","126303000"
"1247","City of Koronadal (Capital)","1","15","71","1","126306000"
"1248","Norala","0","15","71","1","126311000"
"1249","Polomolok","0","15","71","1","126312000"
"1250","Surallah","0","15","71","1","126313000"
"1251","Tampakan","0","15","71","1","126314000"
"1252","Tantangan","0","15","71","1","126315000"
"1253","Tboli","0","15","71","1","126316000"
"1254","Tupi","0","15","71","1","126317000"
"1255","Santo Nino","0","15","71","1","126318000"
"1256","Lake Sebu","0","15","71","1","126319000"
"1257","Bagumbayan","0","15","72","1","126501000"
"1258","Columbio","0","15","72","1","126502000"
"1259","Esperanza","0","15","72","1","126503000"
"1260","Isulan (Capital)","0","15","72","1","126504000"
"1261","Kalamansig","0","15","72","1","126505000"
"1262","Lebak","0","15","72","1","126506000"
"1263","Lutayan","0","15","72","1","126507000"
"1264","Lambayong (Mariano Marcos)","0","15","72","1","126508000"
"1265","Palimbang","0","15","72","1","126509000"
"1266","President Quirino","0","15","72","1","126510000"
"1267","City of Tacurong","1","15","72","1","126511000"
"1268","Sen. Ninoy Aquino","0","15","72","1","126512000"
"1269","Alabel (Capital)","0","15","70","1","128001000"
"1270","Glan","0","15","70","1","128002000"
"1271","Kiamba","0","15","70","1","128003000"
"1272","Maasim","0","15","70","1","128004000"
"1273","Maitum","0","15","70","1","128005000"
"1274","Malapatan","0","15","70","1","128006000"
"1275","Malungon","0","15","70","1","128007000"
"1276","Cotabato City","2","15","-99","1","129804000"
"1277","CITY OF MANILA","1","2","85","1","133900000"
"1278","CITY OF MANDALUYONG","1","2","85","1","137401000"
"1279","CITY OF MARIKINA","1","2","85","1","137402000"
"1280","CITY OF PASIG","1","2","85","1","137403000"
"1281","QUEZON CITY","1","2","85","1","137404000"
"1282","CITY OF SAN JUAN","1","2","85","1","137405000"
"1283","CALOOCAN CITY","1","2","85","1","137501000"
"1284","CITY OF MALABON","1","2","85","1","137502000"
"1285","CITY OF NAVOTAS","1","2","85","1","137503000"
"1286","CITY OF VALENZUELA","1","2","85","1","137504000"
"1287","CITY OF LAS PInAS","1","2","85","1","137601000"
"1288","CITY OF MAKATI","1","2","85","1","137602000"
"1289","CITY OF MUNTINLUPA","1","2","85","1","137603000"
"1290","CITY OF PARAnAQUE","1","2","85","1","137604000"
"1291","PASAY CITY","1","2","85","1","137605000"
"1292","PATEROS","0","2","85","1","137606000"
"1293","TAGUIG CITY","1","2","85","1","137607000"
"1294","BANGUED (Capital)","0","2","1","1","140101000"
"1295","BOLINEY","0","2","1","1","140102000"
"1296","BUCAY","0","2","1","1","140103000"
"1297","BUCLOC","0","2","1","1","140104000"
"1298","DAGUIOMAN","0","2","1","1","140105000"
"1299","DANGLAS","0","2","1","1","140106000"
"1300","DOLORES","0","2","1","1","140107000"
"1301","LA PAZ","0","2","1","1","140108000"
"1302","LACUB","0","2","1","1","140109000"
"1303","LAGANGILANG","0","2","1","1","140110000"
"1304","LAGAYAN","0","2","1","1","140111000"
"1305","LANGIDEN","0","2","1","1","140112000"
"1306","LICUAN-BAAY (LICUAN)","0","2","1","1","140113000"
"1307","LUBA","0","2","1","1","140114000"
"1308","MALIBCONG","0","2","1","1","140115000"
"1309","MANABO","0","2","1","1","140116000"
"1310","PEnARRUBIA","0","2","1","1","140117000"
"1311","PIDIGAN","0","2","1","1","140118000"
"1312","PILAR","0","2","1","1","140119000"
"1313","SALLAPADAN","0","2","1","1","140120000"
"1314","SAN ISIDRO","0","2","1","1","140121000"
"1315","SAN JUAN","0","2","1","1","140122000"
"1316","SAN QUINTIN","0","2","1","1","140123000"
"1317","TAYUM","0","2","1","1","140124000"
"1318","TINEG","0","2","1","1","140125000"
"1319","TUBO","0","2","1","1","140126000"
"1320","VILLAVICIOSA","0","2","1","1","140127000"
"1321","ATOK","0","2","3","1","141101000"
"1322","BAGUIO CITY","1","2","3","1","141102000"
"1323","BAKUN","0","2","3","1","141103000"
"1324","BOKOD","0","2","3","1","141104000"
"1325","BUGUIAS","0","2","3","1","141105000"
"1326","ITOGON","0","2","3","1","141106000"
"1327","KABAYAN","0","2","3","1","141107000"
"1328","KAPANGAN","0","2","3","1","141108000"
"1329","KIBUNGAN","0","2","3","1","141109000"
"1330","LA TRINIDAD (Capital)","0","2","3","1","141110000"
"1331","MANKAYAN","0","2","3","1","141111000"
"1332","SABLAN","0","2","3","1","141112000"
"1333","TUBA","0","2","3","1","141113000"
"1334","TUBLAY","0","2","3","1","141114000"
"1335","BANAUE","0","2","4","1","142701000"
"1336","HUNGDUAN","0","2","4","1","142702000"
"1337","KIANGAN","0","2","4","1","142703000"
"1338","LAGAWE (Capital)","0","2","4","1","142704000"
"1339","LAMUT","0","2","4","1","142705000"
"1340","MAYOYAO","0","2","4","1","142706000"
"1341","ALFONSO LISTA (POTIA)","0","2","4","1","142707000"
"1342","AGUINALDO","0","2","4","1","142708000"
"1343","HINGYON","0","2","4","1","142709000"
"1344","TINOC","0","2","4","1","142710000"
"1345","ASIPULO","0","2","4","1","142711000"
"1346","BALBALAN","0","2","5","1","143201000"
"1347","LUBUAGAN","0","2","5","1","143206000"
"1348","PASIL","0","2","5","1","143208000"
"1349","PINUKPUK","0","2","5","1","143209000"
"1350","RIZAL (LIWAN)","0","2","5","1","143211000"
"1351","CITY OF TABUK (Capital)","1","2","5","1","143213000"
"1352","TANUDAN","0","2","5","1","143214000"
"1353","TINGLAYAN","0","2","5","1","143215000"
"1354","BARLIG","0","2","6","1","144401000"
"1355","BAUKO","0","2","6","1","144402000"
"1356","BESAO","0","2","6","1","144403000"
"1357","BONTOC (Capital)","0","2","6","1","144404000"
"1358","NATONIN","0","2","6","1","144405000"
"1359","PARACELIS","0","2","6","1","144406000"
"1360","SABANGAN","0","2","6","1","144407000"
"1361","SADANGA","0","2","6","1","144408000"
"1362","SAGADA","0","2","6","1","144409000"
"1363","TADIAN","0","2","6","1","144410000"
"1364","CALANASAN (BAYAG)","0","2","2","1","148101000"
"1365","CONNER","0","2","2","1","148102000"
"1366","FLORA","0","2","2","1","148103000"
"1367","KABUGAO (Capital)","0","2","2","1","148104000"
"1368","LUNA","0","2","2","1","148105000"
"1369","PUDTOL","0","2","2","1","148106000"
"1370","SANTA MARCELA","0","2","2","1","148107000"
"1371","City of Lamitan","1","17","79","1","150702000"
"1372","Lantawan","0","17","79","1","150703000"
"1373","Maluso","0","17","79","1","150704000"
"1374","Sumisip","0","17","79","1","150705000"
"1375","Tipo-Tipo","0","17","79","1","150706000"
"1376","TUburan","0","17","79","1","150707000"
"1377","Akbar","0","17","79","1","150708000"
"1378","Al-Barka","0","17","79","1","150709000"
"1379","Hadji Mohammad Ajul","0","17","79","1","150710000"
"1380","UNGKAYA PUKAN","0","17","79","1","150711000"
"1381","HADJI MUHTAMAD","0","17","79","1","150712000"
"1382","TABUAN-LASA","0","17","79","1","150713000"
"1383","BACOLOD-KALAWI (BACOLOD GRANDE)","0","17","80","1","153601000"
"1384","BALABAGAN","0","17","80","1","153602000"
"1385","BALINDONG (WATU)","0","17","80","1","153603000"
"1386","BAYANG","0","17","80","1","153604000"
"1387","BINIDAYAN","0","17","80","1","153605000"
"1388","BUBONG","0","17","80","1","153606000"
"1389","BUTIG","0","17","80","1","153607000"
"1390","GANASSI","0","17","80","1","153609000"
"1391","KAPAI","0","17","80","1","153610000"
"1392","LUMBA-BAYABAO (MAGUING)","0","17","80","1","153611000"
"1393","LUMBATAN","0","17","80","1","153612000"
"1394","MADALUM","0","17","80","1","153613000"
"1395","MADAMBA","0","17","80","1","153614000"
"1396","MALABANG","0","17","80","1","153615000"
"1397","MARANTAO","0","17","80","1","153616000"
"1398","MARAWI CITY (Capital)","1","17","80","1","153617000"
"1399","MASIU","0","17","80","1","153618000"
"1400","MULONDO","0","17","80","1","153619000"
"1401","PAGAYAWAN (TATARIKAN)","0","17","80","1","153620000"
"1402","PIAGAPO","0","17","80","1","153621000"
"1403","POONA BAYABAO (GATA)","0","17","80","1","153622000"
"1404","PUALAS","0","17","80","1","153623000"
"1405","DITSAAN-RAMAIN","0","17","80","1","153624000"
"1406","SAGUIARAN","0","17","80","1","153625000"
"1407","TAMPARAN","0","17","80","1","153626000"
"1408","TARAKA","0","17","80","1","153627000"
"1409","TUBARAN","0","17","80","1","153628000"
"1410","TUGAYA","0","17","80","1","153629000"
"1411","WAO","0","17","80","1","153630000"
"1412","MAROGONG","0","17","80","1","153631000"
"1413","CALANOGAS","0","17","80","1","153632000"
"1414","BUADIPOSO-BUNTONG","0","17","80","1","153633000"
"1415","MAGUING","0","17","80","1","153634000"
"1416","PICONG (SULTAN GUMANDER)","0","17","80","1","153635000"
"1417","LUMBAYANAGUE","0","17","80","1","153636000"
"1418","BUMBARAN","0","17","80","1","153637000"
"1419","TAGOLOAN II","0","17","80","1","153638000"
"1420","KAPATAGAN","0","17","80","1","153639000"
"1421","SULTAN DUMALONDONG","0","17","80","1","153640000"
"1422","LUMBACA-UNAYAN","0","17","80","1","153641000"
"1423","AMPATUAN","0","17","81","1","153801000"
"1424","BULDON","0","17","81","1","153802000"
"1425","BULUAN","0","17","81","1","153803000"
"1426","DATU PAGLAS","0","17","81","1","153805000"
"1427","DATU PIANG","0","17","81","1","153806000"
"1428","DATU ODIN SINSUAT (DINAIG)","0","17","81","1","153807000"
"1429","SHARIFF AGUAK (MAGANOY) (Capital)","0","17","81","1","153808000"
"1430","MATANOG","0","17","81","1","153809000"
"1431","PAGALUNGAN","0","17","81","1","153810000"
"1432","PARANG","0","17","81","1","153811000"
"1433","SULTAN KUDARAT (NULING)","0","17","81","1","153812000"
"1434","SULTAN SA BARONGIS (LAMBAYONG)","0","17","81","1","153813000"
"1435","KABUNTALAN (TUMBAO)","0","17","81","1","153814000"
"1436","UPI","0","17","81","1","153815000"
"1437","TALAYAN","0","17","81","1","153816000"
"1438","SOUTH UPI","0","17","81","1","153817000"
"1439","BARIRA","0","17","81","1","153818000"
"1440","GEN. S. K. PENDATUN","0","17","81","1","153819000"
"1441","MAMASAPANO","0","17","81","1","153820000"
"1442","TALITAY","0","17","81","1","153821000"
"1443","PAGAGAWAN","0","17","81","1","153822000"
"1444","PAGLAT","0","17","81","1","153823000"
"1445","SULTAN MASTURA","0","17","81","1","153824000"
"1446","GUINDULUNGAN","0","17","81","1","153825000"
"1447","DATU SAUDI-AMPATUAN","0","17","81","1","153826000"
"1448","DATU UNSAY","0","17","81","1","153827000"
"1449","DATU ABDULLAH SANGKI","0","17","81","1","153828000"
"1450","RAJAH BUAYAN","0","17","81","1","153829000"
"1451","DATU BLAH T. SINSUAT","0","17","81","1","153830000"
"1452","DATU ANGGAL MIDTIMBANG","0","17","81","1","153831000"
"1453","MANGUDADATU","0","17","81","1","153832000"
"1454","PANDAG","0","17","81","1","153833000"
"1455","NORTHERN KABUNTALAN","0","17","81","1","153834000"
"1456","DATU HOFFER AMPATUAN","0","17","81","1","153835000"
"1457","DATU SALIBO","0","17","81","1","153836000"
"1458","SHARIFF SAYDONA MUSTAPHA","0","17","81","1","153837000"
"1459","INDANAN","0","17","82","1","156601000"
"1460","JOLO (Capital)","0","17","82","1","156602000"
"1461","KALINGALAN CALUANG","0","17","82","1","156603000"
"1462","LUUK","0","17","82","1","156604000"
"1463","MAIMBUNG","0","17","82","1","156605000"
"1464","HADJI PANGLIMA TAHIL (MARUNGGAS)","0","17","82","1","156606000"
"1465","OLD PANAMAO","0","17","82","1","156607000"
"1466","PANGUTARAN","0","17","82","1","156608000"
"1467","PARANG","0","17","82","1","156609000"
"1468","PATA","0","17","82","1","156610000"
"1469","PATIKUL","0","17","82","1","156611000"
"1470","SIASI","0","17","82","1","156612000"
"1471","TALIPAO","0","17","82","1","156613000"
"1472","TAPUL","0","17","82","1","156614000"
"1473","TONGKIL","0","17","82","1","156615000"
"1474","PANGLIMA ESTINO (NEW PANAMAO)","0","17","82","1","156616000"
"1475","LUGUS","0","17","82","1","156617000"
"1476","PANDAMI","0","17","82","1","156618000"
"1477","OMAR","0","17","82","1","156619000"
"1478","PANGLIMA SUGALA (BALIMBING) (Capital)","0","17","83","1","157001000"
"1479","BONGAO (Capital)","0","17","83","1","157002000"
"1480","MAPUN (CAGAYAN DE TAWI-TAWI)","0","17","83","1","157003000"
"1481","SIMUNUL","0","17","83","1","157004000"
"1482","SITANGKAI","0","17","83","1","157005000"
"1483","SOUTH UBIAN","0","17","83","1","157006000"
"1484","TANDUBAS","0","17","83","1","157007000"
"1485","TURTLE ISLANDS","0","17","83","1","157008000"
"1486","LANGUYAN","0","17","83","1","157009000"
"1487","SAPA-SAPA","0","17","83","1","157010000"
"1488","SIBUTU","0","17","83","1","157011000"
"1489","Buenavista","0","16","74","1","160201000"
"1490","Butuan City (Capital)","2","16","-99","1","160202000"
"1491","City of Cabadbaran","1","16","74","1","160203000"
"1492","Carmen","0","16","74","1","160204000"
"1493","Jabonga","0","16","74","1","160205000"
"1494","Kitcharao","0","16","74","1","160206000"
"1495","Las Nieves","0","16","74","1","160207000"
"1496","Magallanes","0","16","74","1","160208000"
"1497","Nasipit","0","16","74","1","160209000"
"1498","Santiago","0","16","74","1","160210000"
"1499","Tubay","0","16","74","1","160211000"
"1500","Remedios T. Romualdez","0","16","74","1","160212000"
"1501","City of Bayugan","1","16","75","1","160301000"
"1502","Bunawan","0","16","75","1","160302000"
"1503","Esperanza","0","16","75","1","160303000"
"1504","La Paz","0","16","75","1","160304000"
"1505","Loreto","0","16","75","1","160305000"
"1506","Prosperidad (Capital)","0","16","75","1","160306000"
"1507","Rosario","0","16","75","1","160307000"
"1508","San Francisco","0","16","75","1","160308000"
"1509","San Luis","0","16","75","1","160309000"
"1510","Santa Josefa","0","16","75","1","160310000"
"1511","Talacogon","0","16","75","1","160311000"
"1512","Trento","0","16","75","1","160312000"
"1513","Veruela","0","16","75","1","160313000"
"1514","Sibagat","0","16","75","1","160314000"
"1515","Alegria","0","16","76","1","166701000"
"1516","Bacuag","0","16","76","1","166702000"
"1517","Burgos","0","16","76","1","166704000"
"1518","Claver","0","16","76","1","166706000"
"1519","Dapa","0","16","76","1","166707000"
"1520","Del Carmen","0","16","76","1","166708000"
"1521","General Luna","0","16","76","1","166710000"
"1522","Gigaquit","0","16","76","1","166711000"
"1523","Mainit","0","16","76","1","166714000"
"1524","Malimono","0","16","76","1","166715000"
"1525","Pilar","0","16","76","1","166716000"
"1526","Placer","0","16","76","1","166717000"
"1527","San Benito","0","16","76","1","166718000"
"1528","San Francisco (Anao-Aon)","0","16","76","1","166719000"
"1529","San Isidro","0","16","76","1","166720000"
"1530","Santa Monica (Sapao)","0","16","76","1","166721000"
"1531","Sison","0","16","76","1","166722000"
"1532","Socorro","0","16","76","1","166723000"
"1533","Surigao City (Capital)","1","16","76","1","166724000"
"1534","Tagana-an","0","16","76","1","166725000"
"1535","Tubod","0","16","76","1","166727000"
"1536","Barobo","0","16","77","1","166801000"
"1537","Bayabas","0","16","77","1","166802000"
"1538","City of Bislig","1","16","77","1","166803000"
"1539","Cagwait","0","16","77","1","166804000"
"1540","Cantilan","0","16","77","1","166805000"
"1541","Carmen","0","16","77","1","166806000"
"1542","Carrascal","0","16","77","1","166807000"
"1543","Cortes","0","16","77","1","166808000"
"1544","Hinatuan","0","16","77","1","166809000"
"1545","Lanuza","0","16","77","1","166810000"
"1546","Lianga","0","16","77","1","166811000"
"1547","Lingig","0","16","77","1","166812000"
"1548","Madrid","0","16","77","1","166813000"
"1549","Marihatag","0","16","77","1","166814000"
"1550","San Agustin","0","16","77","1","166815000"
"1551","San Miguel","0","16","77","1","166816000"
"1552","Tagbina","0","16","77","1","166817000"
"1553","Tago","0","16","77","1","166818000"
"1554","City of Tandag (Capital)","1","16","77","1","166819000"
"1555","Basilisa (Rizal)","0","16","78","1","168501000"
"1556","Cagdianao","0","16","78","1","168502000"
"1557","Dinagat","0","16","78","1","168503000"
"1558","Libjo (Albor)","0","16","78","1","168504000"
"1559","Loreto","0","16","78","1","168505000"
"1560","San Jose (Capital)","0","16","78","1","168506000"
"1561","Tubajon","0","16","78","1","168507000"
"1562","Boac (Capital)","0","7","28","1","174001000"
"1563","Buenavista","0","7","28","1","174002000"
"1564","Gasan","0","7","28","1","174003000"
"1565","Mogpog","0","7","28","1","174004000"
"1566","Santa Cruz","0","7","28","1","174005000"
"1567","Torrijos","0","7","28","1","174006000"
"1568","Abra de Ilog","0","7","30","1","175101000"
"1569","Calintaan","0","7","30","1","175102000"
"1570","Looc","0","7","30","1","175103000"
"1571","Lubang","0","7","30","1","175104000"
"1572","Magsaysay","0","7","30","1","175105000"
"1573","Mamburao (Capital)","0","7","30","1","175106000"
"1574","Paluan","0","7","30","1","175107000"
"1575","Rizal","0","7","30","1","175108000"
"1576","SABLAYAN","0","7","30","1","175109000"
"1577","SAN JOSE","0","7","30","1","175110000"
"1578","SANTA CRUZ","0","7","30","1","175111000"
"1579","BACO","0","7","29","1","175201000"
"1580","BANSUD","0","7","29","1","175202000"
"1581","BONGABONG","0","7","29","1","175203000"
"1582","BULALACAO (SAN PEDRO)","0","7","29","1","175204000"
"1583","CITY OF CALAPAN (Capital)","1","7","29","1","175205000"
"1584","GLORIA","0","7","29","1","175206000"
"1585","MANSALAY","0","7","29","1","175207000"
"1586","NAUJAN","0","7","29","1","175208000"
"1587","PINAMALAYAN","0","7","29","1","175209000"
"1588","POLA","0","7","29","1","175210000"
"1589","PUERTO GALERA","0","7","29","1","175211000"
"1590","ROXAS","0","7","29","1","175212000"
"1591","SAN TEODORO","0","7","29","1","175213000"
"1592","SOCORRO","0","7","29","1","175214000"
"1593","VICTORIA","0","7","29","1","175215000"
"1594","ABORLAN","0","7","31","1","175301000"
"1595","AGUTAYA","0","7","31","1","175302000"
"1596","ARACELI","0","7","31","1","175303000"
"1597","BALABAC","0","7","31","1","175304000"
"1598","BATARAZA","0","7","31","1","175305000"
"1599","BROOKES POINT","0","7","31","1","175306000"
"1600","BUSUANGA","0","7","31","1","175307000"
"1601","CAGAYANCILLO","0","7","31","1","175308000"
"1602","CORON","0","7","31","1","175309000"
"1603","CUYO","0","7","31","1","175310000"
"1604","DUMARAN","0","7","31","1","175311000"
"1605","EL NIDO (BACUIT)","0","7","31","1","175312000"
"1606","LINAPACAN","0","7","31","1","175313000"
"1607","MAGSAYSAY","0","7","31","1","175314000"
"1608","NARRA","0","7","31","1","175315000"
"1609","PUERTO PRINCESA CITY (Capital)","1","7","31","1","175316000"
"1610","QUEZON","0","7","31","1","175317000"
"1611","ROXAS","0","7","31","1","175318000"
"1612","SAN VICENTE","0","7","31","1","175319000"
"1613","TAYTAY","0","7","31","1","175320000"
"1614","KALAYAAN","0","7","31","1","175321000"
"1615","CULION","0","7","31","1","175322000"
"1616","RIZAL (MARCOS)","0","7","31","1","175323000"
"1617","SOFRONIO ESPANOLA","0","7","31","1","175324000"
"1618","ALCANTARA","0","7","32","1","175901000"
"1619","BANTON","0","7","32","1","175902000"
"1620","CAJIDIOCAN","0","7","32","1","175903000"
"1621","CALATRAVA","0","7","32","1","175904000"
"1622","CONCEPCION","0","7","32","1","175905000"
"1623","CORCUERA","0","7","32","1","175906000"
"1624","LOOC","0","7","32","1","175907000"
"1625","MAGDIWANG","0","7","32","1","175908000"
"1626","ODIONGAN","0","7","32","1","175909000"
"1627","ROMBLON (Capital)","0","7","32","1","175910000"
"1628","SAN AGUSTIN","0","7","32","1","175911000"
"1629","SAN ANDRES","0","7","32","1","175912000"
"1630","SAN FERNANDO","0","7","32","1","175913000"
"1631","SAN JOSE","0","7","32","1","175914000"
"1632","SANTA FE","0","7","32","1","175915000"
"1633","FERROL","0","7","32","1","175916000"
"1634","SANTA MARIA (IMELDA)","0","7","32","1","175917000"
"-98","UNDETERMINED","0","-98","-98","1","0"
"-99","NOT APPLICABLE","0","-99","-99","1","0"
